name,original_name,nationalities,painting_schools,art_movements,birth_date,death_date
domingos sequeira,Domingos António de Sequeira,portuguese,,neoclassicism;romanticism,1768-03-10,0001-01-01
joseph anton koch,Joseph Anton Koch,austrian,,neoclassicism;romanticism,1768-07-27,1839-01-12
marie guillemine benoist,Marie-Guillemine de Laville-Leroux,french,,neoclassicism,1768-12-18,1826-10-08
francois gerard,François Gérard,french,,neoclassicism,1770-05-04,1837-01-11
vincenzo camuccini,Vincenzo Camuccini,italian,,neoclassicism;academic art,1771-02-22,1844-09-02
antoine jean gros,Baron Gros,french,,neoclassicism;orientalism,1771-03-16,1835-06-25
marie denise villers,Marie-Denise Lemoine,french,,neoclassicism,0001-01-01,1821-08-19
pierre narcisse guerin,Pierre-Narcisse Guérin,french,,neoclassicism,1774-05-13,1833-07-06
rembrandt peale,Rembrandt Peale,american,,neoclassicism,1778-02-20,1860-10-03
jerome martin langlois,Jérôme-Martin Langlois,french,,neoclassicism,1779-03-11,1838-12-28
mikhail shibanov,Михаил Шибанов,russian,,neoclassicism,0001-01-01,0001-01-01
jean auguste dominique ingres,Jean Auguste Dominique Ingres,french,,neoclassicism;orientalism,1780-08-29,1867-01-14
john simpson,John Simpson,british,,neoclassicism;romanticism,0001-01-01,0001-01-01
christoffer wilhelm eckersberg,Christoffer Wilhelm Eckersberg,,,neoclassicism,1783-01-02,1853-07-22
pieter van hanselaere,Pieter van Hanselaere,belgian,,neoclassicism,0001-01-01,0001-01-01
john lewis krimmel,Johann Ludwig Krimmel,american;german,,neoclassicism;romanticism,1786-05-30,1821-07-15
john gibson,John Gibson,british,,neoclassicism,1790-06-19,1866-01-27
sylvester shchedrin,Сильвестр Щедрин,russian,,neoclassicism;romanticism,1791-02-13,1830-11-08
karl bryullov,Карл Брюллов,russian,,neoclassicism;romanticism,1799-12-12,1852-06-11
franz xaver winterhalter,Franz Xaver Winterhalter,german,,neoclassicism;romanticism,1805-04-20,1873-07-08
gheorghe tattarescu,Gheorghe Tăttărescu,romanian,,neoclassicism,0001-01-01,1894-10-24
sophie gengembre anderson,Sophie Gengembre Anderson,french;british,,romanticism;neoclassicism;kitsch,0001-01-01,1903-03-10
william adolphe bouguereau,William-Adolphe Bouguereau,french,,neoclassicism;realism,1825-11-30,1905-08-19
sir lawrence alma tadema,Sir Lawrence Alma-Tadema,dutch,,romanticism;neoclassicism,1836-01-08,1912-06-25
yannoulis chalepas,Γιαννούλης Χαλεπάς,greek,munich school,neoclassicism,1851-08-14,1938-09-15
john william godward,John William Godward,british,,neoclassicism,1861-08-09,1922-12-13
filippo cifariello,Filippo Cifariello,italian,neapolitan school,neoclassicism;realism,1864-07-03,1936-04-05
boris schatz,Shlomo Zalman Dov Boris,jewish;israeli;lithuanian,,neoclassicism;impressionism,1866-12-23,0001-01-01
charles despiau,Charles Despiau,french,,neoclassicism,1874-11-04,1946-10-30
pablo picasso,Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Cipriano de la Santísima Trinidad Ruiz y Picasso,spanish,ecole de paris,cubism;post impressionism;neoclassicism;surrealism,1881-10-25,1973-04-08
alexandre jacovleff,Александр Яковлев,russian,mir iskusstva,neoclassicism,1887-06-25,1938-05-12
antonio donghi,Antonio Donghi,italian,,neoclassicism;magic realism,1897-03-16,1963-07-16
arno breker,Arno Breker,german,,neoclassicism;kitsch,1900-07-19,1991-02-13
aldo locatelli,Aldo D. Locatelli,brazilian;italian,,neoclassicism,1915-08-18,0001-01-01
charles martin powell,Charles Martin Powell,british,,academic art,0001-01-01,0001-01-01
christina robertson,Christina Robertson,british,,academic art,0001-01-01,0001-01-01
paul delaroche,Hippolyte Delaroche,french,,academic art;romanticism,1797-07-17,1856-11-04
charles gleyre,Marc Gabriel Charles Gleyre,swiss;french,,academic art;romanticism,1806-05-02,1874-05-05
alexander ivanov,Александр Иванов,russian,,academic art,1806-07-28,1858-07-15
adalbert schaffer,Adalbert Schaffer,german;hungarian,,academic art,0001-01-01,0001-01-01
ernest meissonier,Jean-Louis Ernest Meissonier,french,,academic art;realism,1815-02-21,1891-01-31
thomas couture,Thomas Couture,french,,academic art,1815-12-21,1879-03-30
antonio ciseri,Antonio Ciseri,swiss;italian,,romanticism;academic art,1821-10-25,1891-03-08
alexandre cabanel,Alexandre Cabanel,french,,academic art,1823-09-28,1889-01-23
gustave boulanger,Gustave Clarence Rodolphe Boulanger,french,,academic art,1824-04-25,0001-01-01
jean leon gerome,Jean-Léon Gérôme,french,,academic art;romanticism;orientalism,1824-05-11,1904-01-10
achille zo,Jean-Baptiste Achille Zo,french;spanish,,academic art,1826-07-30,1901-03-02
fyodor bronnikov,Фёдор Бронников,russian,peredvizhniki,academic art;romanticism;realism,1827-09-17,1902-09-01
george folingsby,George Frederick Folingsby,austrian,,academic art,1828-08-23,1891-01-04
auguste toulmouche,Auguste Toulmouche,french,,academic art,1829-09-21,1890-10-16
ludwig knaus,Ludwig Knaus,german,dusseldorf school of painting,academic art,1829-10-05,1910-12-07
frederic leighton,"Frederic Leighton, 1st Baron Leighton",british,,academic art,1830-12-03,1896-01-25
theodor aman,Theodor Aman,romanian,,academic art;romanticism,1831-03-20,1891-08-19
victor meirelles,Victor Meirelles de Lima,brazilian,,academic art;romanticism,1832-08-18,1903-02-20
leon bonnat,Léon Joseph Florentin Bonnat,french,,academic art;realism,1833-06-20,1922-09-08
carl bloch,Carl Heinrich Bloch,danish,,academic art,1834-05-23,1890-02-22
jules joseph lefebvre,Jules Joseph Lefebvre,french,,academic art,1836-03-14,1911-02-24
edward poynter,Edward John Poynter,british,,academic art,1836-03-20,1919-07-26
jean benner,Jean Benner,french,,academic art,1836-03-28,0001-01-01
jean paul laurens,Jean-Paul Laurens,french,,academic art,1838-03-28,1921-03-23
konstantin makovsky,Константин Маковский,russian,peredvizhniki,academic art;romanticism;realism,1839-06-20,1915-09-17
eugene bidau,Eugene Bidau,french,,academic art,1839-12-27,1899-12-12
briton riviere,Briton Rivière RA,british,,academic art;realism,1840-08-14,1920-04-20
jehan georges vibert,Jehan Georges Vibert (or Jean Georges Vibert),french,,academic art,1840-09-30,1902-07-28
albert joseph moore,Albert Joseph Moore,british,,academic art,1841-09-04,1893-09-25
alexandre jacques chantron,Alexandre-Jacques Chantron,french,,academic art,1842-01-28,0001-01-01
jean lecomte du nouy,Jean-Jules-Antoine Lecomte du Nouÿ,french,,romanticism;academic art;orientalism,1842-06-10,1923-02-19
pedro americo,Pedro Américo,brazilian,,academic art;realism;romanticism,1843-04-29,0001-01-01
eugene de blaas,Eugene von Blaas,italian;austrian,,academic art,1843-07-24,1932-02-10
henryk siemiradzki,Henryk Hektor Siemiradzki,polish,,academic art;romanticism,1843-11-15,1902-08-23
hermann david salomon corrodi,Hermann David Salomon Corrodi,italian,,academic art;romanticism,1844-07-23,1905-01-30
henri paul motte,Henri-Paul Motte,french,,academic art,1846-12-13,1922-04-01
edouard debat ponsan,Édouard Debat-Ponsan,french,,academic art,1847-04-25,1913-01-29
gabriel ferrier,Gabriel-Joseph-Marie-Augustin Ferrier,french,,academic art;romanticism,1847-09-29,1914-06-06
toby edward rosenthal,Toby Edward Rosenthal,american,,academic art,1848-03-15,1917-12-23
raja ravi varma,Raja Ravi Varma,indian,,academic art,1848-04-29,1906-10-02
jean beraud,Jean Béraud,french,,impressionism;academic art,1849-01-12,1935-10-04
paul albert besnard,Paul-Albert Besnard,french,,academic art;impressionism,1849-06-02,1934-12-04
albert aublet,Albert Aublet,french,,academic art;impressionism,1851-01-18,1938-03-03
charles sprague pearce,Charles Sprague Pearce,american,,academic art;impressionism,1851-10-13,1914-05-18
george demetrescu mirea,George Demetrescu Mirea,romanian,,academic art,0001-01-01,0001-01-01
gustave claude etienne courtois,Gustave-Claude-Etienne Courtois,french,,academic art,1852-05-18,0001-01-01
lionel noel royer,Lionel-Noël Royer,french,,academic art,1852-12-25,1926-06-30
julius leblanc stewart,Julius LeBlanc Stewart,french;american,,academic art;realism;impressionism,1855-09-06,1919-01-05
giulio rosati,Giulio Rosati,italian,,academic art;orientalism,0001-01-01,0001-01-01
rodolfo amoedo,Rodolfo Amoedo,brazilian,,academic art;romanticism,1857-12-11,1941-05-31
ludwig manzel,Karl Ludwig Manzel,german,,academic art,1858-06-03,1936-06-20
ludovic alleaume,Ludovic Alleaume,french,,academic art;impressionism;art nouveau,1859-03-24,1941-01-14
charles amable lenoir,Charles-Amable Lenoir,,,academic art,0001-01-01,0001-01-01
paul leroy,Paul Alexandre Alfred Leroy,french,,orientalism;academic art,0001-01-01,0001-01-01
solomon joseph solomon,Solomon Joseph Solomon,british,new english art club,academic art,1860-09-16,1927-07-27
paul peel,Paul Peel,canadian,,academic art,1860-11-07,1892-10-03
arturo michelena,Arturo Michelena,venezuelan,,academic art;romanticism;realism,1863-06-16,1898-07-29
george stubbs,George Stubbs,british,,romanticism,1724-08-25,1806-07-10
henry fuseli,Johann Heinrich Füssli,swiss,,romanticism,1741-02-07,1825-04-17
thomas jones,Thomas Jones of Penkerrig,british,,romanticism,1742-09-26,1803-04-29
david allan,David Allan,british,,romanticism,1744-02-13,1796-08-06
francisco goya,Francisco José de Goya y Lucientes,spanish,,romanticism,1746-03-30,1828-04-16
henry raeburn,Henry Raeburn,british,scottish school,romanticism,1756-03-04,1823-07-08
william blake,William Blake,british,english school,romanticism;symbolism,1757-11-28,1827-08-12
john hoppner,John Hoppner,british,,romanticism,1758-04-07,1810-01-23
anne louis girodet,Anne-Louis Girodet de Roussy-Trioson,french,,romanticism,1767-01-05,1824-12-09
john glover,John Glover,british;australian,,romanticism,1767-02-18,1849-12-09
john crome,John Crome,british,norwich school,romanticism,1768-12-22,1821-04-22
james ward,James Ward,british,,romanticism,1769-10-23,1859-11-17
louis philippe crepin,Louis-Philippe Crépin,french,,romanticism,0001-01-01,1851-11-26
charles turner,Charles Turner,british,,romanticism,1774-08-31,1857-08-01
caspar david friedrich,Caspar David Friedrich,,,romanticism,1774-09-05,1840-05-07
thomas girtin,Thomas Girtin,british,,romanticism,1775-02-18,1802-11-09
j.m.w. turner,Joseph Mallord William Turner,british,,romanticism,1775-04-23,1851-12-19
vasily tropinin,Василий Тропинин,russian,,romanticism,1776-03-30,1857-05-16
john constable,John Constable,british,english school,romanticism,1776-06-11,1837-03-31
alexander orlowski,Aleksander Orłowski,russian;polish,,romanticism,0001-01-01,0001-01-01
philipp otto runge,Philipp Otto Runge,german,,romanticism,1777-07-23,1810-12-02
john varley,John Varley,british,,romanticism,1778-08-17,1842-11-17
joaquin manuel fernandez cruzado,Joaquín Manuel Fernández Cruzado,spanish,cadiz school,romanticism,1781-12-24,1856-01-31
orest kiprensky,Орест Кипренский,russian,,romanticism,1782-03-24,1836-10-17
david cox,David Cox,british,birmingham school,romanticism,1783-04-29,1859-06-07
thomas sully,Thomas Sully,american,,romanticism,1783-06-19,1872-11-05
david wilkie,David Wilkie,british,,romanticism;orientalism,1785-11-18,1841-06-01
pavel svinyin,Павел Тугой-Свиньин,russian,,romanticism,1787-06-19,1839-04-21
maxim vorobiev,Максим Воробьёв,russian,,romanticism,1787-08-06,1855-08-30
william shayer,William Shayer the Elder,british,,romanticism,0001-01-01,0001-01-01
johan christian dahl,Johan Christian Claussen Dahl,norwegian,,romanticism,1788-02-24,1857-10-14
charles de steuben,Charles Auguste Guillaume Steuben,german;french,,romanticism,1788-04-18,1856-11-21
william collins,William Collins,british,,romanticism,1788-09-08,1847-02-17
auguste edouart,Auguste Amant Constant Fidèle Edouart,french;american,,romanticism,0001-01-01,0001-01-01
horace vernet,Émile Jean-Horace Vernet,french,,romanticism,1789-06-30,1863-01-17
john martin,John Martin,british,,romanticism,1789-07-19,1854-02-17
francesco hayez,Francesco Hayez,italian,,romanticism,1791-02-10,1882-12-21
samuel morse,Samuel Finley Breese Morse,american,,romanticism,1791-04-27,1872-04-02
theodore gericault,Jean-Louis André Théodore Géricault,french,,romanticism;orientalism,1791-09-26,1824-01-26
nicolas toussaint charlet,Nicolas-Toussaint Charlet,french,,romanticism,1792-12-20,1845-12-30
ferdinand georg waldmuller,Ferdinand Georg Waldmüller,austrian,,romanticism,1793-01-15,1865-08-23
leon cogniet,Léon Cogniet,french,,romanticism,1794-08-29,1880-11-20
john frederick herring sr.,John Frederick Herring Sr.,british,,romanticism,1795-09-12,1865-09-23
ary scheffer,Ary Scheffer,dutch;french,,romanticism,1796-02-10,1858-06-15
asher brown durand,Asher Brown Durand,american,hudson river school,romanticism,1796-08-21,1886-09-17
david roberts,David Roberts,british,,romanticism;orientalism,1796-10-24,1864-11-25
eugene delacroix,Ferdinand Victor Eugène Delacroix,french,,romanticism;orientalism,1798-04-26,1863-08-13
alexey venetsianov,Алексей Венецианов,russian,,realism,1780-02-18,1847-01-03
camille corot,Jean-Baptiste-Camille Corot,french,barbizon school,realism,1796-07-17,1875-02-22
george catlin,George Catlin,american,,realism,1796-07-26,1872-12-23
vasily sadovnikov,Василий Садовников,russian,,realism,1800-12-28,1879-03-10
constantin guys,Ernest-Adolphe-Hyacinthe-Constantin Guys,french;dutch,,realism,1802-12-03,1892-12-13
narcisse virgilio diaz,Narcisse-Virgilio Díaz de la Peña,french;spanish,barbizon school,realism,1807-08-20,1876-11-18
honore daumier,Honoré-Victorin Daumier,french,,realism,1808-02-26,1879-02-10
ippolito caffi,Ippolito Caffi,italian,,realism,0001-01-01,0001-01-01
constant troyon,Constant Troyon,french,barbizon school,realism,1810-08-28,1865-02-21
jules dupre,Jules Dupré,french,barbizon school,realism;impressionism,1811-04-05,1889-10-06
mikhail lebedev,Михаил Лебедев,russian,,realism,1811-11-04,1837-07-13
theodore rousseau,Pierre Étienne Théodore Rousseau,french,barbizon school,realism,1812-04-15,1867-12-22
charles jacque,Charles Émile Jacque,french,barbizon school,realism,1813-05-23,1894-05-07
jean francois millet,Jean-François Millet,french,barbizon school,realism,1814-10-04,1875-01-20
pavel fedotov,Павел Федотов,russian,,realism,1815-06-22,1852-11-14
adolph menzel,Adolph Friedrich Erdmann von Menzel,german;polish,,realism,1815-12-08,1905-02-09
john frederick kensett,John Frederick Kensett,american,hudson river school,realism,1816-03-22,1872-12-14
charles francois daubigny,Charles-François Daubigny,french,barbizon school,realism,1817-02-15,1878-02-19
john leech,John Leech,british,,romanticism;realism,1817-08-29,1864-10-29
gustave courbet,Jean Désiré Gustave Courbet,french,,realism,1819-06-10,1877-12-31
martin johnson heade,Martin Johnson Heade,american,hudson river school,realism,1819-08-11,1904-09-04
edward ladell,Edward Ladell,british,,realism,1821-04-12,1886-11-09
charles meryon,Charles Meryon,french,,realism,1821-11-23,1868-02-13
rosa bonheur,Marie-Rosalie Bonheur,french,,realism,1822-03-16,1899-05-25
theodule ribot,Théodule-Augustin Ribot,french,,realism,1823-08-08,1891-09-11
william simpson,William Simpson,british,,realism,1823-10-28,1899-08-17
alexey bogolyubov,Алексей Боголюбов,russian,peredvizhniki,romanticism;realism,1824-03-16,1896-02-03
johan hendrik weissenbruch,Johan Hendrik Weissenbruch,dutch,hague school,realism,1824-06-19,1903-03-24
eastman johnson,Eastman Johnson,american,dusseldorf school of painting,realism,1824-07-29,1906-04-05
giovanni fattori,Giovanni Fattori,italian,macchiaioli,realism;impressionism,1825-09-06,1908-08-30
silvestro lega,Silvestro Lega,italian,macchiaioli,realism,1826-12-08,1895-09-21
jules breton,Jules Adolphe Aimé Louis Breton,french,,realism,1827-05-01,1906-07-05
maxime lalanne,François Antoine Maxime Lalanne,french,,realism,1827-11-27,1886-07-29
john everett millais,Sir John Everett Millais,british,pre raphaelite brotherhood,romanticism;realism,1829-06-08,1896-08-13
aleksey savrasov,Алексей Саврасов,russian,peredvizhniki,realism,1830-05-24,1897-10-08
john o'connor,John O'Connor,british;irish,,realism,1830-08-12,1889-05-23
nikolai ge,Николай Ге,russian,,realism,1831-02-27,1894-06-13
henry moore,Henry Moore,british,,realism,1831-03-07,0001-01-01
albert anker,Albert Samuel Anker,swiss,,realism,1831-04-01,1910-07-16
edouard manet,Édouard Manet,,,realism;impressionism,1832-01-23,1883-04-30
ivan shishkin,Иван Шишкин,russian,peredvizhniki,realism,1832-01-25,1898-03-20
henry william banks davis,Henry William Banks Davis,british,,romanticism;realism,0001-01-01,0001-01-01
vasily perov,Василий Перов (Криденер),russian,peredvizhniki,realism,1834-01-02,1882-06-10
grigoriy myasoyedov,Григорий Мясоедов,russian,peredvizhniki,realism,1834-04-19,1911-12-30
edgar degas,Hilaire-Germain-Edgar De Gas,french,,impressionism;realism,1834-07-19,1917-09-27
alexei korzukhin,Алексей Корзухин,russian,peredvizhniki,realism,1835-03-11,1894-10-18
telemaco signorini,Telemaco Signorini,italian,macchiaioli,realism;impressionism,1835-08-18,1901-02-10
henri fantin latour,Ignace Henri Jean Théodore Fantin-Latour,french,societe japonaise du jinglar,realism;symbolism,1836-01-14,1904-08-25
winslow homer,Winslow Homer,american,tile club,realism,1836-02-24,1910-09-29
